courier_id,courier_vehicle,courier_city,order_date,deliveries_count,avg_delivery_minutes,avg_total_order_minutes,on_time_deliveries,late_deliveries,shift_hours,on_time_pct,deliveries_per_shift_hour
C00062,scooter,GYU,2026-04-04,1,33.0,57.0,0,1,10,0.0,0.1
C00121,car,GYU,2026-04-23,1,13.0,38.0,1,0,7,1.0,0.143
C00082,bike,YVN,2026-05-05,1,34.0,49.0,0,1,9,0.0,0.111
C00150,bike,YVN,2026-05-07,1,23.0,59.0,0,1,7,0.0,0.143
C00261,scooter,YVN,2026-03-31,1,21.0,41.0,1,0,6,1.0,0.167
C00106,scooter,YVN,2026-04-01,1,35.0,55.0,0,1,10,0.0,0.1
C00216,bike,YVN,2026-05-15,1,27.0,57.0,0,1,10,0.0,0.1
C00007,bike,YVN,2026-05-25,2,30.0,63.0,0,2,7,0.0,0.286
C00136,bike,VND,2026-04-11,1,17.0,44.0,1,0,8,1.0,0.125
C00135,scooter,YVN,2026-05-11,1,8.0,28.0,1,0,10,1.0,0.1
C00083,scooter,GYU,2026-05-19,1,10.0,42.0,1,0,10,1.0,0.1
C00231,bike,GYU,2026-04-07,2,30.0,52.0,1,1,8,0.5,0.25
C00296,car,YVN,2026-05-16,1,38.0,55.0,0,1,10,0.0,0.1
C00077,bike,YVN,2026-04-19,1,37.0,69.0,0,1,7,0.0,0.143
C00182,bike,YVN,2026-05-10,1,28.0,50.0,0,1,10,0.0,0.1
C00297,car,YVN,2026-04-22,1,29.0,45.0,1,0,8,1.0,0.125
C00173,car,VND,2026-05-27,1,15.0,40.0,1,0,9,1.0,0.111
C00134,bike,KPN,2026-04-22,2,26.5,53.0,0,2,6,0.0,0.333
C00241,bike,YVN,2026-04-18,1,37.0,72.0,0,1,10,0.0,0.1
C00220,scooter,VND,2026-04-21,1,31.0,40.0,1,0,7,1.0,0.143
C00237,car,YVN,2026-03-31,1,24.0,43.0,1,0,8,1.0,0.125
C00093,bike,YVN,2026-04-06,2,27.0,55.5,1,1,6,0.5,0.333
C00107,scooter,KPN,2026-03-29,1,8.0,38.0,1,0,6,1.0,0.167
C00024,bike,YVN,2026-04-10,1,36.0,72.0,0,1,8,0.0,0.125
C00142,scooter,YVN,2026-05-22,1,10.0,33.0,1,0,10,1.0,0.1
C00152,bike,KPN,2026-05-11,1,18.0,34.0,1,0,10,1.0,0.1
C00118,scooter,VND,2026-04-06,1,19.0,33.0,1,0,9,1.0,0.111
C00074,scooter,YVN,2026-05-15,1,37.0,50.0,0,1,9,0.0,0.111
C00222,car,GYU,2026-03-30,1,15.0,41.0,1,0,10,1.0,0.1
C00048,scooter,KPN,2026-05-14,2,33.5,57.5,0,2,7,0.0,0.286
C00294,car,YVN,2026-04-05,1,16.0,26.0,1,0,10,1.0,0.1
C00017,bike,YVN,2026-04-23,1,37.0,67.0,0,1,6,0.0,0.167
C00247,car,YVN,2026-04-11,1,15.0,40.0,1,0,6,1.0,0.167
C00282,scooter,YVN,2026-04-08,2,31.5,56.5,0,2,10,0.0,0.2
C00129,scooter,YVN,2026-05-12,2,10.0,33.5,2,0,8,1.0,0.25
C00067,scooter,GYU,2026-04-29,1,25.0,55.0,0,1,6,0.0,0.167
C00176,bike,KPN,2026-04-09,1,27.0,51.0,0,1,8,0.0,0.125
C00165,bike,YVN,2026-05-24,1,21.0,43.0,1,0,7,1.0,0.143
C00157,car,VND,2026-05-22,2,10.5,40.5,2,0,6,1.0,0.333
C00011,scooter,GYU,2026-04-22,2,12.5,27.5,2,0,9,1.0,0.222
C00122,bike,VND,2026-05-11,1,30.0,44.0,1,0,8,1.0,0.125
C00281,bike,GYU,2026-05-15,1,30.0,63.0,0,1,7,0.0,0.143
C00045,car,YVN,2026-05-20,1,32.0,50.0,0,1,9,0.0,0.111
C00156,bike,YVN,2026-05-16,1,8.0,37.0,1,0,10,1.0,0.1
C00251,bike,GYU,2026-04-07,2,28.0,44.5,1,1,8,0.5,0.25
C00021,scooter,GYU,2026-05-23,1,32.0,63.0,0,1,8,0.0,0.125
C00250,car,YVN,2026-04-06,1,40.0,57.0,0,1,7,0.0,0.143
C00200,scooter,GYU,2026-05-16,1,36.0,61.0,0,1,7,0.0,0.143
C00184,bike,YVN,2026-05-25,1,35.0,69.0,0,1,9,0.0,0.111
C00171,scooter,GYU,2026-05-15,1,29.0,41.0,1,0,7,1.0,0.143
C00167,car,YVN,2026-04-06,1,30.0,54.0,0,1,6,0.0,0.167
C00188,car,KPN,2026-05-07,1,33.0,45.0,1,0,9,1.0,0.111
C00117,car,GYU,2026-04-11,1,20.0,47.0,0,1,6,0.0,0.167
C00274,bike,YVN,2026-04-14,2,14.5,42.5,1,1,7,0.5,0.286
C00040,bike,YVN,2026-05-08,2,32.5,54.0,0,2,9,0.0,0.222
C00179,scooter,YVN,2026-04-30,2,25.5,54.5,0,2,6,0.0,0.333
C00109,bike,YVN,2026-04-21,1,27.0,46.0,0,1,7,0.0,0.143
C00093,bike,YVN,2026-04-11,1,12.0,29.0,1,0,6,1.0,0.167
C00276,scooter,KPN,2026-03-31,1,28.0,48.0,0,1,10,0.0,0.1
C00063,car,YVN,2026-05-19,1,13.0,34.0,1,0,6,1.0,0.167
C00079,scooter,YVN,2026-04-30,1,9.0,28.0,1,0,10,1.0,0.1
C00286,bike,VND,2026-05-13,1,40.0,61.0,0,1,7,0.0,0.143
C00118,scooter,VND,2026-05-19,2,16.5,38.0,2,0,9,1.0,0.222
C00131,bike,VND,2026-05-26,1,9.0,37.0,1,0,7,1.0,0.143
C00141,bike,GYU,2026-04-11,1,14.0,42.0,1,0,6,1.0,0.167
C00252,bike,KPN,2026-03-31,2,29.5,58.0,0,2,8,0.0,0.25
C00284,scooter,GYU,2026-05-05,1,8.0,41.0,1,0,8,1.0,0.125
C00212,scooter,YVN,2026-04-14,1,34.0,58.0,0,1,7,0.0,0.143
C00157,car,VND,2026-05-16,1,29.0,42.0,1,0,6,1.0,0.167
C00168,car,YVN,2026-04-20,1,23.0,38.0,1,0,8,1.0,0.125
C00034,car,VND,2026-05-23,1,34.0,65.0,0,1,8,0.0,0.125
C00021,scooter,GYU,2026-05-14,1,34.0,68.0,0,1,8,0.0,0.125
C00290,bike,YVN,2026-05-21,1,22.0,41.0,1,0,6,1.0,0.167
C00159,scooter,YVN,2026-05-03,2,19.0,37.5,2,0,9,1.0,0.222
C00296,car,YVN,2026-04-27,1,14.0,45.0,1,0,10,1.0,0.1
C00168,car,YVN,2026-04-02,3,24.0,48.0,2,1,8,0.6667,0.375
C00198,car,GYU,2026-05-22,1,23.0,58.0,0,1,6,0.0,0.167
C00139,scooter,YVN,2026-05-09,3,25.67,49.33,1,2,7,0.3333,0.429
C00300,car,YVN,2026-04-02,1,32.0,55.0,0,1,8,0.0,0.125
C00267,car,VND,2026-05-12,1,28.0,46.0,0,1,8,0.0,0.125
C00056,scooter,GYU,2026-03-31,1,8.0,36.0,1,0,8,1.0,0.125
C00041,car,YVN,2026-05-14,2,15.5,37.0,1,1,6,0.5,0.333
C00035,car,YVN,2026-05-04,3,19.67,45.67,1,2,10,0.3333,0.3
C00257,bike,VND,2026-05-11,1,13.0,41.0,1,0,10,1.0,0.1
C00142,scooter,YVN,2026-05-25,1,38.0,63.0,0,1,10,0.0,0.1
C00169,scooter,YVN,2026-05-09,1,20.0,33.0,1,0,8,1.0,0.125
C00103,bike,YVN,2026-04-02,1,22.0,34.0,1,0,9,1.0,0.111
C00080,scooter,YVN,2026-04-12,1,9.0,39.0,1,0,8,1.0,0.125
C00012,scooter,VND,2026-05-25,1,9.0,25.0,1,0,8,1.0,0.125
C00051,scooter,YVN,2026-03-29,1,38.0,68.0,0,1,10,0.0,0.1
C00164,bike,YVN,2026-05-23,1,12.0,27.0,1,0,7,1.0,0.143
C00175,scooter,YVN,2026-05-07,1,11.0,31.0,1,0,9,1.0,0.111
C00008,scooter,YVN,2026-05-18,1,23.0,39.0,1,0,8,1.0,0.125
C00266,car,YVN,2026-04-26,2,18.0,47.5,1,1,8,0.5,0.25
C00193,car,YVN,2026-04-28,1,37.0,73.0,0,1,10,0.0,0.1
C00045,car,YVN,2026-04-09,1,40.0,58.0,0,1,9,0.0,0.111
C00152,bike,KPN,2026-04-22,1,35.0,68.0,0,1,10,0.0,0.1
C00040,bike,YVN,2026-04-16,2,15.5,39.0,2,0,9,1.0,0.222
C00204,car,GYU,2026-04-13,1,27.0,39.0,1,0,7,1.0,0.143
C00086,bike,VND,2026-04-23,1,17.0,51.0,0,1,9,0.0,0.111
C00031,bike,YVN,2026-04-18,2,26.0,46.5,1,1,10,0.5,0.2
C00189,bike,GYU,2026-04-28,1,24.0,36.0,1,0,8,1.0,0.125
C00096,car,VND,2026-05-26,1,16.0,33.0,1,0,8,1.0,0.125
C00218,bike,YVN,2026-04-01,1,29.0,42.0,1,0,8,1.0,0.125
C00285,scooter,GYU,2026-04-17,1,38.0,55.0,0,1,8,0.0,0.125
C00228,scooter,GYU,2026-04-06,2,23.5,47.5,1,1,10,0.5,0.2
C00238,scooter,YVN,2026-05-22,2,20.0,43.0,1,1,7,0.5,0.286
C00235,scooter,YVN,2026-05-25,1,32.0,48.0,0,1,10,0.0,0.1
C00209,scooter,YVN,2026-04-19,1,36.0,68.0,0,1,10,0.0,0.1
C00163,bike,YVN,2026-04-29,1,25.0,34.0,1,0,8,1.0,0.125
C00255,car,YVN,2026-05-10,1,12.0,43.0,1,0,10,1.0,0.1
C00227,bike,YVN,2026-04-22,1,24.0,44.0,1,0,6,1.0,0.167
C00051,scooter,YVN,2026-04-18,2,34.5,63.0,0,2,10,0.0,0.2
C00168,car,YVN,2026-04-28,1,30.0,51.0,0,1,8,0.0,0.125
C00133,bike,YVN,2026-04-09,1,30.0,50.0,0,1,8,0.0,0.125
C00155,bike,GYU,2026-04-26,1,33.0,60.0,0,1,10,0.0,0.1
C00288,bike,YVN,2026-04-15,1,17.0,53.0,0,1,9,0.0,0.111
C00067,scooter,GYU,2026-05-23,1,10.0,30.0,1,0,6,1.0,0.167
C00013,bike,YVN,2026-04-08,1,36.0,52.0,0,1,9,0.0,0.111
C00222,car,GYU,2026-04-19,2,15.5,45.5,1,1,10,0.5,0.2
C00265,scooter,YVN,2026-05-26,1,10.0,25.0,1,0,7,1.0,0.143
C00217,bike,YVN,2026-05-27,1,18.0,34.0,1,0,7,1.0,0.143
C00057,scooter,VND,2026-04-05,1,36.0,67.0,0,1,6,0.0,0.167
C00143,car,KPN,2026-04-21,1,32.0,53.0,0,1,8,0.0,0.125
C00118,scooter,VND,2026-04-04,1,29.0,48.0,0,1,9,0.0,0.111
C00038,car,YVN,2026-04-27,1,36.0,65.0,0,1,8,0.0,0.125
C00117,car,GYU,2026-05-13,1,24.0,45.0,1,0,6,1.0,0.167
C00097,car,GYU,2026-05-06,1,34.0,54.0,0,1,9,0.0,0.111
C00290,bike,YVN,2026-04-02,1,32.0,61.0,0,1,6,0.0,0.167
C00175,scooter,YVN,2026-05-26,1,18.0,46.0,0,1,9,0.0,0.111
C00163,bike,YVN,2026-04-13,1,29.0,49.0,0,1,8,0.0,0.125
C00219,scooter,YVN,2026-03-30,1,22.0,45.0,1,0,10,1.0,0.1
C00079,scooter,YVN,2026-05-06,1,8.0,37.0,1,0,10,1.0,0.1
C00077,bike,YVN,2026-04-11,2,25.5,48.0,1,1,7,0.5,0.286
C00100,scooter,YVN,2026-04-19,1,12.0,30.0,1,0,8,1.0,0.125
C00094,bike,VND,2026-04-28,1,11.0,29.0,1,0,6,1.0,0.167
C00245,car,GYU,2026-04-14,1,27.0,45.0,1,0,9,1.0,0.111
C00184,bike,YVN,2026-04-29,1,28.0,60.0,0,1,9,0.0,0.111
C00024,bike,YVN,2026-04-17,2,28.0,44.5,2,0,8,1.0,0.25
C00156,bike,YVN,2026-04-14,2,18.5,42.0,1,1,10,0.5,0.2
C00038,car,YVN,2026-05-03,1,23.0,32.0,1,0,8,1.0,0.125
C00050,car,DLJ,2026-04-03,2,24.5,59.5,0,2,6,0.0,0.333
C00160,bike,GYU,2026-05-27,1,33.0,64.0,0,1,8,0.0,0.125
C00262,car,DLJ,2026-04-18,5,25.0,52.4,1,4,7,0.2,0.714
C00292,bike,YVN,2026-04-09,1,35.0,58.0,0,1,7,0.0,0.143
C00235,scooter,YVN,2026-04-22,1,13.0,38.0,1,0,10,1.0,0.1
C00093,bike,YVN,2026-04-16,1,39.0,65.0,0,1,6,0.0,0.167
C00198,car,GYU,2026-04-14,1,29.0,55.0,0,1,6,0.0,0.167
C00177,scooter,YVN,2026-04-15,2,32.0,63.5,0,2,6,0.0,0.333
C00055,scooter,GYU,2026-04-07,1,29.0,54.0,0,1,8,0.0,0.125
C00032,scooter,VND,2026-04-07,1,12.0,38.0,1,0,8,1.0,0.125
C00072,bike,VND,2026-04-24,2,20.5,46.5,1,1,6,0.5,0.333
C00081,car,KPN,2026-05-21,1,21.0,43.0,1,0,7,1.0,0.143
C00281,bike,GYU,2026-04-25,1,27.0,45.0,1,0,7,1.0,0.143
C00135,scooter,YVN,2026-04-12,1,22.0,36.0,1,0,10,1.0,0.1
C00208,bike,YVN,2026-04-11,1,12.0,38.0,1,0,9,1.0,0.111
C00021,scooter,GYU,2026-04-24,1,15.0,39.0,1,0,8,1.0,0.125
C00207,car,GYU,2026-04-25,2,23.5,54.5,1,1,8,0.5,0.25
C00193,car,YVN,2026-04-23,1,37.0,64.0,0,1,10,0.0,0.1
C00074,scooter,YVN,2026-05-05,1,32.0,54.0,0,1,9,0.0,0.111
C00290,bike,YVN,2026-04-06,1,27.0,42.0,1,0,6,1.0,0.167
C00002,car,GYU,2026-04-24,1,30.0,64.0,0,1,8,0.0,0.125
C00225,car,VND,2026-04-29,1,18.0,43.0,1,0,10,1.0,0.1
C00072,bike,VND,2026-05-08,1,14.0,47.0,0,1,6,0.0,0.167
C00061,scooter,YVN,2026-04-06,1,27.0,55.0,0,1,10,0.0,0.1
C00093,bike,YVN,2026-05-11,1,21.0,53.0,0,1,6,0.0,0.167
C00070,bike,VND,2026-05-18,1,20.0,37.0,1,0,6,1.0,0.167
C00164,bike,YVN,2026-05-12,1,27.0,60.0,0,1,7,0.0,0.143
C00039,car,YVN,2026-03-30,2,18.5,39.5,2,0,7,1.0,0.286
C00010,car,YVN,2026-04-01,2,26.5,52.5,0,2,7,0.0,0.286
C00220,scooter,VND,2026-05-19,1,28.0,53.0,0,1,7,0.0,0.143
C00248,scooter,GYU,2026-05-06,1,25.0,57.0,0,1,7,0.0,0.143
C00163,bike,YVN,2026-04-11,1,37.0,65.0,0,1,8,0.0,0.125
C00068,bike,GYU,2026-05-17,1,18.0,55.0,0,1,10,0.0,0.1
C00112,bike,YVN,2026-05-12,1,8.0,25.0,1,0,9,1.0,0.111
C00236,bike,GYU,2026-04-27,1,35.0,52.0,0,1,8,0.0,0.125
C00170,car,GYU,2026-05-11,1,27.0,41.0,1,0,9,1.0,0.111
C00046,bike,KPN,2026-04-10,2,25.0,47.0,1,1,8,0.5,0.25
C00116,scooter,YVN,2026-04-06,1,34.0,64.0,0,1,7,0.0,0.143
C00010,car,YVN,2026-05-03,1,9.0,34.0,1,0,7,1.0,0.143
C00029,scooter,VND,2026-04-28,2,24.5,51.5,1,1,10,0.5,0.2
C00140,scooter,YVN,2026-04-30,1,37.0,52.0,0,1,10,0.0,0.1
C00077,bike,YVN,2026-04-10,2,28.5,53.5,0,2,7,0.0,0.286
C00144,scooter,GYU,2026-05-19,1,21.0,40.0,1,0,8,1.0,0.125
C00205,bike,VND,2026-04-26,2,24.0,50.0,1,1,7,0.5,0.286
C00100,scooter,YVN,2026-04-04,1,31.0,48.0,0,1,8,0.0,0.125
C00107,scooter,KPN,2026-04-19,1,23.0,40.0,1,0,6,1.0,0.167
C00219,scooter,YVN,2026-04-05,1,21.0,50.0,0,1,10,0.0,0.1
C00253,car,VND,2026-05-26,2,27.0,50.5,1,1,7,0.5,0.286
C00194,scooter,YVN,2026-05-12,1,9.0,28.0,1,0,9,1.0,0.111
C00164,bike,YVN,2026-05-13,1,28.0,59.0,0,1,7,0.0,0.143
C00197,scooter,YVN,2026-05-08,1,18.0,50.0,0,1,6,0.0,0.167
C00060,scooter,YVN,2026-05-25,1,11.0,45.0,1,0,9,1.0,0.111
C00106,scooter,YVN,2026-05-03,1,11.0,21.0,1,0,10,1.0,0.1
C00049,scooter,GYU,2026-04-19,1,36.0,68.0,0,1,9,0.0,0.111
C00162,car,YVN,2026-05-09,1,8.0,24.0,1,0,6,1.0,0.167
C00273,scooter,VND,2026-04-20,1,9.0,22.0,1,0,8,1.0,0.125
C00137,scooter,YVN,2026-04-18,1,39.0,56.0,0,1,7,0.0,0.143
C00247,car,YVN,2026-05-15,2,34.0,56.5,0,2,6,0.0,0.333
C00190,scooter,YVN,2026-04-25,1,34.0,70.0,0,1,8,0.0,0.125
C00222,car,GYU,2026-05-22,1,30.0,49.0,0,1,10,0.0,0.1
C00045,car,YVN,2026-05-19,1,28.0,60.0,0,1,9,0.0,0.111
C00161,bike,GYU,2026-05-19,1,31.0,48.0,0,1,6,0.0,0.167
C00269,scooter,YVN,2026-04-24,1,10.0,29.0,1,0,6,1.0,0.167
C00214,car,YVN,2026-05-01,1,34.0,63.0,0,1,10,0.0,0.1
C00029,scooter,VND,2026-04-10,1,33.0,46.0,0,1,10,0.0,0.1
C00077,bike,YVN,2026-05-07,1,23.0,44.0,1,0,7,1.0,0.143
C00100,scooter,YVN,2026-03-29,2,15.5,36.5,1,1,8,0.5,0.25
C00041,car,YVN,2026-04-09,1,26.0,59.0,0,1,6,0.0,0.167
C00152,bike,KPN,2026-04-25,1,15.0,48.0,0,1,10,0.0,0.1
C00049,scooter,GYU,2026-05-21,1,25.0,43.0,1,0,9,1.0,0.111
C00187,scooter,YVN,2026-04-28,2,30.0,62.0,0,2,6,0.0,0.333
C00161,bike,GYU,2026-04-07,1,29.0,52.0,0,1,6,0.0,0.167
C00097,car,GYU,2026-05-27,1,36.0,54.0,0,1,9,0.0,0.111
C00161,bike,GYU,2026-04-13,1,16.0,49.0,0,1,6,0.0,0.167
C00115,scooter,YVN,2026-04-19,1,37.0,49.0,0,1,8,0.0,0.125
C00191,scooter,YVN,2026-05-14,1,39.0,56.0,0,1,9,0.0,0.111
C00208,bike,YVN,2026-05-07,1,14.0,32.0,1,0,9,1.0,0.111
C00215,car,GYU,2026-05-12,1,16.0,31.0,1,0,9,1.0,0.111
C00224,car,GYU,2026-04-01,1,31.0,51.0,0,1,7,0.0,0.143
C00171,scooter,GYU,2026-04-20,1,29.0,47.0,0,1,7,0.0,0.143
C00069,car,DLJ,2026-04-05,1,17.0,32.0,1,0,7,1.0,0.143
C00188,car,KPN,2026-05-15,2,27.0,52.0,0,2,9,0.0,0.222
C00251,bike,GYU,2026-04-10,1,14.0,42.0,1,0,8,1.0,0.125
C00295,bike,GYU,2026-05-02,1,15.0,38.0,1,0,10,1.0,0.1
C00029,scooter,VND,2026-04-27,1,10.0,44.0,1,0,10,1.0,0.1
C00046,bike,KPN,2026-04-19,1,8.0,29.0,1,0,8,1.0,0.125
C00209,scooter,YVN,2026-05-24,2,34.0,57.0,0,2,10,0.0,0.2
C00013,bike,YVN,2026-05-12,1,35.0,53.0,0,1,9,0.0,0.111
C00142,scooter,YVN,2026-04-29,1,17.0,28.0,1,0,10,1.0,0.1
C00024,bike,YVN,2026-04-22,1,19.0,34.0,1,0,8,1.0,0.125
C00167,car,YVN,2026-04-05,1,19.0,43.0,1,0,6,1.0,0.167
C00256,scooter,DLJ,2026-04-08,3,25.67,45.0,1,2,6,0.3333,0.5
C00259,car,YVN,2026-04-22,1,10.0,28.0,1,0,10,1.0,0.1
C00290,bike,YVN,2026-04-25,3,24.0,44.0,2,1,6,0.6667,0.5
C00248,scooter,GYU,2026-05-15,1,21.0,46.0,0,1,7,0.0,0.143
C00186,car,YVN,2026-04-17,1,15.0,33.0,1,0,7,1.0,0.143
C00134,bike,KPN,2026-04-24,1,27.0,59.0,0,1,6,0.0,0.167
C00050,car,DLJ,2026-04-09,1,30.0,49.0,0,1,6,0.0,0.167
C00001,car,DLJ,2026-05-14,1,27.0,54.0,0,1,7,0.0,0.143
C00114,scooter,YVN,2026-04-20,1,23.0,41.0,1,0,10,1.0,0.1
C00005,bike,YVN,2026-04-26,1,21.0,50.0,0,1,7,0.0,0.143
C00265,scooter,YVN,2026-04-28,1,40.0,78.0,0,1,7,0.0,0.143
C00169,scooter,YVN,2026-05-17,1,29.0,50.0,0,1,8,0.0,0.125
C00282,scooter,YVN,2026-04-15,1,9.0,39.0,1,0,10,1.0,0.1
C00226,scooter,YVN,2026-04-15,1,31.0,53.0,0,1,6,0.0,0.167
C00106,scooter,YVN,2026-04-22,1,29.0,58.0,0,1,10,0.0,0.1
C00280,bike,YVN,2026-04-14,1,8.0,23.0,1,0,9,1.0,0.111
C00260,scooter,VND,2026-04-26,1,20.0,54.0,0,1,6,0.0,0.167
C00015,scooter,YVN,2026-04-13,1,21.0,46.0,0,1,9,0.0,0.111
C00226,scooter,YVN,2026-04-09,1,34.0,64.0,0,1,6,0.0,0.167
C00019,bike,YVN,2026-04-08,1,39.0,61.0,0,1,8,0.0,0.125
C00257,bike,VND,2026-05-01,1,22.0,40.0,1,0,10,1.0,0.1
C00203,scooter,GYU,2026-05-17,1,37.0,61.0,0,1,6,0.0,0.167
C00231,bike,GYU,2026-04-19,1,16.0,41.0,1,0,8,1.0,0.125
C00265,scooter,YVN,2026-03-30,1,9.0,29.0,1,0,7,1.0,0.143
C00295,bike,GYU,2026-05-22,1,24.0,48.0,0,1,10,0.0,0.1
C00194,scooter,YVN,2026-04-12,1,8.0,20.0,1,0,9,1.0,0.111
C00224,car,GYU,2026-04-21,1,21.0,49.0,0,1,7,0.0,0.143
C00138,scooter,YVN,2026-04-01,1,21.0,38.0,1,0,10,1.0,0.1
C00107,scooter,KPN,2026-04-27,1,12.0,32.0,1,0,6,1.0,0.167
C00130,car,YVN,2026-03-29,2,25.0,53.0,0,2,7,0.0,0.286
C00194,scooter,YVN,2026-04-22,2,33.5,51.5,0,2,9,0.0,0.222
C00200,scooter,GYU,2026-05-23,1,18.0,51.0,0,1,7,0.0,0.143
C00055,scooter,GYU,2026-05-14,1,24.0,55.0,0,1,8,0.0,0.125
C00257,bike,VND,2026-05-02,1,28.0,57.0,0,1,10,0.0,0.1
C00049,scooter,GYU,2026-05-04,2,32.5,51.0,1,1,9,0.5,0.222
C00126,scooter,YVN,2026-05-11,1,12.0,36.0,1,0,9,1.0,0.111
C00053,bike,YVN,2026-03-31,1,24.0,46.0,0,1,9,0.0,0.111
C00265,scooter,YVN,2026-04-02,1,39.0,54.0,0,1,7,0.0,0.143
C00127,bike,GYU,2026-04-14,1,27.0,63.0,0,1,8,0.0,0.125
C00079,scooter,YVN,2026-05-13,1,8.0,23.0,1,0,10,1.0,0.1
C00069,car,DLJ,2026-05-08,1,35.0,63.0,0,1,7,0.0,0.143
C00218,bike,YVN,2026-04-25,1,31.0,46.0,0,1,8,0.0,0.125
C00204,car,GYU,2026-04-22,1,34.0,55.0,0,1,7,0.0,0.143
C00286,bike,VND,2026-03-30,1,38.0,58.0,0,1,7,0.0,0.143
C00247,car,YVN,2026-05-11,1,20.0,36.0,1,0,6,1.0,0.167
C00259,car,YVN,2026-05-07,1,25.0,42.0,1,0,10,1.0,0.1
C00223,bike,YVN,2026-04-21,2,23.5,55.0,1,1,9,0.5,0.222
C00056,scooter,GYU,2026-03-30,1,15.0,49.0,0,1,8,0.0,0.125
C00139,scooter,YVN,2026-05-14,1,23.0,54.0,0,1,7,0.0,0.143
C00184,bike,YVN,2026-05-01,2,18.0,34.5,2,0,9,1.0,0.222
C00025,scooter,YVN,2026-04-26,1,35.0,54.0,0,1,6,0.0,0.167
C00225,car,VND,2026-05-15,1,21.0,34.0,1,0,10,1.0,0.1
C00090,scooter,GYU,2026-04-11,1,12.0,35.0,1,0,7,1.0,0.143
C00119,bike,YVN,2026-04-27,1,15.0,29.0,1,0,9,1.0,0.111
C00149,scooter,VND,2026-04-17,1,38.0,48.0,0,1,9,0.0,0.111
C00113,car,VND,2026-04-10,1,13.0,46.0,0,1,10,0.0,0.1
C00075,bike,YVN,2026-05-26,1,20.0,46.0,0,1,8,0.0,0.125
C00121,car,GYU,2026-05-14,1,31.0,55.0,0,1,7,0.0,0.143
C00289,bike,YVN,2026-05-11,1,8.0,27.0,1,0,10,1.0,0.1
C00082,bike,YVN,2026-04-13,1,30.0,61.0,0,1,9,0.0,0.111
C00039,car,YVN,2026-04-09,1,17.0,41.0,1,0,7,1.0,0.143
C00009,car,GYU,2026-05-01,1,39.0,55.0,0,1,10,0.0,0.1
C00131,bike,VND,2026-04-23,2,25.5,49.5,1,1,7,0.5,0.286
C00127,bike,GYU,2026-05-08,1,21.0,47.0,0,1,8,0.0,0.125
C00095,scooter,GYU,2026-04-04,1,17.0,43.0,1,0,8,1.0,0.125
C00238,scooter,YVN,2026-05-16,1,38.0,72.0,0,1,7,0.0,0.143
C00298,car,YVN,2026-05-07,1,22.0,47.0,0,1,8,0.0,0.125
C00056,scooter,GYU,2026-05-21,2,14.0,39.5,2,0,8,1.0,0.25
C00246,car,GYU,2026-04-22,1,20.0,42.0,1,0,8,1.0,0.125
C00039,car,YVN,2026-05-03,2,33.0,61.0,0,2,7,0.0,0.286
C00065,scooter,YVN,2026-04-05,2,25.0,42.5,2,0,6,1.0,0.333
C00252,bike,KPN,2026-05-20,1,29.0,49.0,0,1,8,0.0,0.125
C00014,scooter,YVN,2026-05-13,1,10.0,34.0,1,0,7,1.0,0.143
C00152,bike,KPN,2026-04-08,1,20.0,29.0,1,0,10,1.0,0.1
C00167,car,YVN,2026-04-29,1,21.0,34.0,1,0,6,1.0,0.167
C00207,car,GYU,2026-05-23,1,29.0,47.0,0,1,8,0.0,0.125
C00088,car,KPN,2026-04-07,2,36.5,59.5,0,2,9,0.0,0.222
C00013,bike,YVN,2026-05-24,1,11.0,34.0,1,0,9,1.0,0.111
C00184,bike,YVN,2026-04-21,2,37.0,53.5,0,2,9,0.0,0.222
C00006,scooter,YVN,2026-04-01,2,29.0,57.5,0,2,10,0.0,0.2
C00094,bike,VND,2026-04-15,2,18.5,43.0,1,1,6,0.5,0.333
C00128,bike,KPN,2026-04-26,1,28.0,40.0,1,0,9,1.0,0.111
C00244,scooter,VND,2026-04-13,1,25.0,39.0,1,0,8,1.0,0.125
C00106,scooter,YVN,2026-04-17,1,27.0,44.0,1,0,10,1.0,0.1
C00082,bike,YVN,2026-04-03,1,13.0,37.0,1,0,9,1.0,0.111
C00033,scooter,YVN,2026-05-21,1,39.0,54.0,0,1,8,0.0,0.125
C00214,car,YVN,2026-04-18,1,17.0,39.0,1,0,10,1.0,0.1
C00118,scooter,VND,2026-05-27,1,10.0,30.0,1,0,9,1.0,0.111
C00204,car,GYU,2026-05-26,1,22.0,50.0,0,1,7,0.0,0.143
C00135,scooter,YVN,2026-03-30,1,38.0,58.0,0,1,10,0.0,0.1
C00258,scooter,KPN,2026-05-25,1,10.0,40.0,1,0,9,1.0,0.111
C00111,car,YVN,2026-05-17,1,30.0,59.0,0,1,7,0.0,0.143
C00048,scooter,KPN,2026-05-26,3,22.33,44.33,2,1,7,0.6667,0.429
C00214,car,YVN,2026-05-11,1,32.0,67.0,0,1,10,0.0,0.1
C00240,car,YVN,2026-04-29,1,15.0,40.0,1,0,10,1.0,0.1
C00147,scooter,YVN,2026-05-02,2,12.0,31.5,2,0,7,1.0,0.286
C00010,car,YVN,2026-03-30,1,13.0,40.0,1,0,7,1.0,0.143
C00014,scooter,YVN,2026-05-03,1,9.0,38.0,1,0,7,1.0,0.143
